train_objective,train_S2_S2VI,train_S2_S2VI-sd,train_S1,train_S1-sd,train_weather,train_weather-sd,train_DEM,train_DEM-sd,train_full,train_missing,epoch,step,val_objective
3.0630085468292236,1.151811957359314,0.24803122878074646,0.8765424489974976,0.18081775307655334,1.0435261726379395,0.24009403586387634,0.8509052395820618,0.16492022573947906,0.6991780400276184,1.1746684312820435,0,49,
2.364365577697754,0.8198144435882568,0.12547092139720917,0.816318929195404,0.1833115667104721,0.8074824810028076,0.2151670604944229,0.8180546760559082,0.1387079656124115,0.5902249217033386,0.7930586934089661,0,99,
2.1842663288116455,0.7191646695137024,0.12918032705783844,0.768169105052948,0.1425127387046814,0.7989035248756409,0.11635477840900421,0.7961918711662292,0.12501099705696106,0.5911657810211182,0.6942283511161804,0,149,
2.271202325820923,0.7716742753982544,0.11621177941560745,0.7778940796852112,0.12657570838928223,0.8028629422187805,0.12806525826454163,0.6705455780029297,0.11236293613910675,0.5979185700416565,0.7967357039451599,0,199,
,,,,,,,,,,,0,218,0.609965980052948
2.193631887435913,0.7219768166542053,0.12683221697807312,0.6611130833625793,0.1417521983385086,0.832219123840332,0.10344409942626953,0.7075160145759583,0.1015722006559372,0.5715624094009399,0.7729630470275879,1,249,
2.181391477584839,0.7390730977058411,0.11287170648574829,0.7329776287078857,0.16028402745723724,0.7482878565788269,0.09777563810348511,0.7665469646453857,0.08906112611293793,0.5952025055885315,0.7244696617126465,1,299,
2.093953847885132,0.7311818599700928,0.10097992420196533,0.6295393109321594,0.11034001410007477,0.7012341022491455,0.07663972675800323,0.7106810808181763,0.07706775516271591,0.5741116404533386,0.7354262471199036,1,349,
2.0060417652130127,0.6767682433128357,0.06887032091617584,0.6510162353515625,0.09317027032375336,0.6635821461677551,0.05874762684106827,0.7280193567276001,0.08334081619977951,0.5821766257286072,0.6679862141609192,1,399,
,,,,,,,,,,,1,437,0.6233132481575012
2.1852736473083496,0.7644243240356445,0.07980218529701233,0.7304255366325378,0.06945990025997162,0.7579872012138367,0.07261231541633606,0.6426652073860168,0.07107040286064148,0.6303156614303589,0.7578462958335876,2,449,
2.0146923065185547,0.6639655828475952,0.05791706219315529,0.6186740398406982,0.07673703879117966,0.6878284215927124,0.06470611691474915,0.70279860496521,0.06669396907091141,0.5824333429336548,0.6974286437034607,2,499,
2.000656843185425,0.6721974611282349,0.04538115859031677,0.6467384696006775,0.06467296928167343,0.6666418313980103,0.059930939227342606,0.7407738566398621,0.0767602026462555,0.6000980138778687,0.6572847962379456,2,549,
2.170149087905884,0.7509371638298035,0.065602608025074,0.5879955291748047,0.054846227169036865,0.7602852582931519,0.05514402687549591,0.7552694082260132,0.058022789657115936,0.6392139792442322,0.7589094638824463,2,599,
2.041038990020752,0.698484480381012,0.05273052304983139,0.6253853440284729,0.05888545513153076,0.6869600415229797,0.04690844193100929,0.709064781665802,0.0431940071284771,0.6124119162559509,0.6982237696647644,2,649,
,,,,,,,,,,,2,656,0.6147322654724121
1.958044409751892,0.6691387295722961,0.03952675312757492,0.6543771028518677,0.05150415003299713,0.6710012555122375,0.060356996953487396,0.6535821557044983,0.04503786563873291,0.5965750813484192,0.6503379940986633,3,699,
2.0028953552246094,0.6932065486907959,0.031273990869522095,0.6209619045257568,0.05656636506319046,0.621893584728241,0.05512974038720131,0.7041254043579102,0.0438825748860836,0.5987245440483093,0.6974109411239624,3,749,
1.9481135606765747,0.6859305500984192,0.030260756611824036,0.615927517414093,0.04722394794225693,0.6462224721908569,0.04809074103832245,0.6808351278305054,0.04130607843399048,0.6048768758773804,0.6442871689796448,3,799,
2.0370888710021973,0.6776630282402039,0.029604360461235046,0.6489301323890686,0.04735817760229111,0.6957114338874817,0.03304062411189079,0.6822578310966492,0.042549677193164825,0.6270195245742798,0.6957903504371643,3,849,
,,,,,,,,,,,3,875,0.6096699833869934
1.9862425327301025,0.688110888004303,0.030361492186784744,0.6330137848854065,0.04720421880483627,0.6476927995681763,0.0313534215092659,0.638599157333374,0.03915522247552872,0.6049758791923523,0.6923940181732178,4,899,
1.9941306114196777,0.700742781162262,0.03603319078683853,0.6002797484397888,0.04056202620267868,0.6316757202148438,0.028363706544041634,0.6645792126655579,0.03624406084418297,0.6052335500717163,0.7042769193649292,4,949,
2.027311325073242,0.7120760083198547,0.03368933126330376,0.6157206892967224,0.04468411207199097,0.6444374322891235,0.02672119252383709,0.6706867814064026,0.038860298693180084,0.6166452765464783,0.7139471173286438,4,999,
1.9674609899520874,0.7004303932189941,0.034165576100349426,0.6327806711196899,0.04966701567173004,0.6711751818656921,0.024275455623865128,0.6464773416519165,0.03656378760933876,0.6170392036437988,0.6515381932258606,4,1049,
,,,,,,,,,,,4,1094,0.6224365830421448
2.032759189605713,0.6829615235328674,0.026535432785749435,0.6971854567527771,0.04766097664833069,0.7004193067550659,0.030675262212753296,0.6526179313659668,0.04102146625518799,0.6368837952613831,0.6761059761047363,5,1099,
1.947368860244751,0.6395517587661743,0.028982870280742645,0.662497878074646,0.04093523323535919,0.6663541197776794,0.024442587047815323,0.6713986992835999,0.032047055661678314,0.6205588579177856,0.6352574825286865,5,1149,
2.0289573669433594,0.6951323747634888,0.0302727073431015,0.6757593154907227,0.03643408045172691,0.671383261680603,0.030031878501176834,0.6497341990470886,0.027717161923646927,0.6335569024085999,0.6912842392921448,5,1199,
1.9251554012298584,0.6601694822311401,0.028085719794034958,0.6417248249053955,0.03228144720196724,0.6457007527351379,0.026608966290950775,0.6267675161361694,0.031025005504488945,0.6082742810249329,0.6437901854515076,5,1249,
2.0432441234588623,0.674085795879364,0.02473428286612034,0.6553147435188293,0.02853473834693432,0.7008166313171387,0.029107138514518738,0.7034763097763062,0.028641868382692337,0.6506028175354004,0.681463360786438,5,1299,
,,,,,,,,,,,5,1313,0.6245487332344055
